10_10_66	0	77 4 9891 4 8 57 4 68 97 182 21 11 22 2 49 354 4 3 80 738 11882 81 115 8 16 0 22 2 160 354 4 3 272 81 47 2940 115 8 16 0	1
10_10_67	1	27 8 66 8 97 182 9 11	0
10_10_68	0	3 105 1 92 1016 2 1697 0 8 105 276 1 546 6 301 9 0	0
10_10_69	1	182 2 2940 4 10910 0	1
10_10_70	0	135 8 0	1
10_10_72	5	135 8 11	0
10_10_73	0	150 4 75 4 36 47 111 41999 8289 425 11	0
10_10_74	1	128 28 286 4 8 84 9 0	0
10_10_75	0	77 4 52 4 3 35 16 20 66 8 171 84 5 2255 1835 12 5 140 8 123 1558 6 201 0 5 5 5631 4 3 97 276 90 44 2 140 0	2
10_10_76	1	8 57 36 4 10910 4 90 9 0 14 233 4 8 56 19 299 4 3 98 16 20 272 0	4
10_10_77	0	1 8 161 11 154 2319 1584 111 344 70 453 0	1
10_10_78	1	77 4 75 38 71 1031 0	1
10_10_79	2	9891 0	2
10_10_80	1	77 4 8 57 36 13 204 146 212 4 29 13 35 204 146 93 53 30 100 336 89 299 97 1 78 0	1
10_10_81	0	17 5 145 27 73 40 2586 23 289 4 61 93 8 3660 40 41999 8289 11	3
10_10_82	5	10910 4 8 71 4 8 71 1 5 255 4347 0 89 16 20 8 128 9891 182 5 319 99 11	2
10_10_83	0	9 13 24 23 1218 3 43 125 40 344 4 3 1957 10292 0	2
10_10_84	1	8 57 36 11 63 1 49 99 3 72 34 0	1
10_10_85	0	157 4 90 686 8 84 0	1
10_10_86	1	3 72 34 6 182 2 997 1434 12 111 1640 0	1
10_10_88	1	157 4 3 34 21 49 0	1
10_10_89	0	25 3 753 9 0	1
10_10_90	1	25 8 59 28 444 9 118 8 1 87 41999 14 2 1434 691 10 38 171 1645 53 2 789 0	3
10_10_91	0	25 8 16 20 113 359 9 13726 0	4
10_10_92	1	150 4 3 16 0 2 4 2 993 12 836 1584 8 1 3688 4 10 2 2928 1003 9 3756 54 165 3 43 180 47 9 0	2
10_10_93	0	93 898 4 3172 0 3 57 65 3 43 24 84 0	1
10_10_94	5	3 16 20 66 8 16 4 25 44 92 0	2
10_10_96	3	61 16 8 57 9 1 20 28 11	2
10_10_98	3	15 13 18293 0	1
10_10_100	3	9 13 34 32 19 5 6490 0 45 3 19 5 36640 3 171 1 2050 4243 0	1
10_10_104	4	283 4 15478 0 36 1 8 16 107 11	1
10_10_106	4	16 4 1570 4 2558 10 13195 57 11 64 1 9 34 5 17640 14 2 809 365 12 99 11	2
10_10_110	4	150 4 25 3 758 2051 15617 0	1
10_10_112	1	1 2 41999 96 17 8 11	1
10_10_113	2	1570 4 777 22 0 3 16 20 66 27 4 3 43 1565 22 49 542 2016 17 5 2407 4846 4 25 3 43 108 69 3031 68 85 34 117 2268 0	1
10_10_114	1	150 4 3 551 9 4 10910 225 2 3245 0	1
10_10_115	2	1 8 161 11	1
10_10_116	1	77 4 2 102 1122 241 1 710 710 710 4 75 3 110 26 8 4 27 9 13 370 10910 64 41658 60 2 18134 0	1
10_10_117	2	36 5 2880 0	3
10_10_118	1	8 71 73 40 5188 4 61 16 32 26 95 112 11	1
10_10_119	2	77 4 23 41999 289 1 788 509 30 2 278 13 1918 4 25 3 365 12 139 34 3 43 238 16 15 0	1
10_10_120	1	10910 4 3 57 36 8 16 4 75 225 2 3245 112 0	0
10_10_121	0	77 4 5833 28 14 2374 10 136 28 5 10294 4 45 9 1 20 9891 40945 0	1
10_10_122	1	10910 4 3 43 1892 8 4 3 56 162 21 140 4 87 0	3
10_10_124	1	44 92 4 3 122 0	1
10_10_125	0	44 92 4 3 122 0 15 97 1 2 1219 12 41 14579 0 2876 4 5 41999 1343 0	4
10_10_126	5	3 110 26 2 37295 0 68 26 553 11	2
10_10_127	0	9 13 5 73 99 8 71 550 0	1
10_10_128	4	27 4 3 1 633 61 9 13 5 73 291 17 102 762 6 90 74 6331 15681 396 0	1
10_10_131	3	15 171 1 106 0	1
10_10_135	4	1725 9 1 238 456 651 0	2
10_10_137	4	9 13 35 15 38 110 19 1656 12 179 0	1
10_10_139	4	77 4 38 238 19 5 3740 0	1
10_10_141	4	157 4 77 4 211 2 3740 1 87 1177 247 54 2 1074 30275 306 17 2 102 6403 0	1
10_10_144	1	283 0	0
10_10_145	0	36 16 8 66 8 71 16 11	2
10_10_146	1	2024 23 41887 0	0
10_10_147	0	21 1 2 652 8 71 9003 6 0	1
10_10_148	1	52 0 21 1 2 652 3 1 9003 6 0 3 224 15 1 1434 6 10718 1168 4 22289 0 41999 4 2876 4 27 15773 0	1
10_10_150	4	3 43 107 6 207 2 5069 453 0	1
10_10_152	4	77 3 16 20 57 45 8 534 21 4 25 3 758 15 5069 0	1
10_10_154	4	89 1 8 1 34 21 11	2
10_10_156	4	283 4 21 6532 19 74 41999 1060 2574 119 200 8 93 898 0	3
10_10_158	4	1 21 36 8 16 65 3 43 24 107 4 59 98 73 202 11	1
10_10_160	4	135 8 0	1
10_10_162	2	3 66 3 43 204 146 46 17 5 220 4 8 84 6 93 11	1
10_10_163	1	52 4 147 70 15 215 711 14 2 784 1222 1107 4 120 54 4 29 13 92 641 8 0 1134 11	1
10_10_165	1	1570 4 56 3 179 8 11	1
10_10_167	2	36 4 36 1 8 16 14 111 1640 11	2
10_10_169	1	2515 0 437 4 1570 4 3 16 20 57 36 29 381 8 4 25 8 104 20 364 107 0	2
10_10_172	0	23 535 1 690 53 356 2 235 12 2 355 4 27 3 56 16 30 9 686 3 198 4 199 655 1822 9 54 17 5 1178 5 194 0	1
10_10_174	0	759 4 3 105 382 8 1 0 3 19 6 4 150 4 150 4 29 13 563 5 3108 14 2 338 0 793 4 38 108 59 91 0	1
10_10_175	2	44 92 4 10910 4 21 1 130 2 368 0	3
10_10_176	0	15 13 257 4 25 19 3 16 190 456 2 368 4 63 72 20 1 5 145 14 41 2604 68 104 20 1890 5 603 1033 12 1025 0	3
10_10_178	0	10 75 8 57 5 109 47 95 5 3 16 0	1
10_10_179	4	150 4 283 4 13195 4 2 1873 93 30 210 388 1608 0 2 12327 1 242 550 4 36 16 8 66 11	1
10_10_184	4	40 331 23 2056 1 4069 1050 0	1
10_10_186	3	26 15478 64 18293 6 16 9 0	1
10_10_188	3	4777 4 3 57 0 9 13 98 59 28 232 620 17 231 12 91 0	2
10_10_190	3	519 0 68 84 6 500 28 6 2 630 11	1
10_10_191	4	28	1
10_10_194	2	36 16 8 66 11 97 32 46 6 5 1180 11	2
10_10_195	1	10 35 382 95 107 783 11	3
10_10_196	2	437 4 3 105 46 6 5 1180 0 757 28 14 2 338 45 8 71 108 1316 0	1
10_10_197	1	1570 4 39012 4 61 221 1 8 1806 6 364 438 11	2
10_10_199	1	21 1 1148 0	3
10_10_201	1	10910 4 26 54 107 0	0
10_10_203	1	32 208 453 18 103 0 61 56 8 1 27 928 6 28 11	2
10_10_204	0	3 43 1 928 11 8 71 2 49 68 46 54 12 41 119 6 553 28 0	2
10_10_205	1	118 8 1 1 4347 0	3
10_10_206	0	2409 111 10066 1 1734 0	2
10_10_207	1	89 11 3 51 3 16 20 272 0	2
10_10_209	1	157 4 114 4 25 721 197 8 0	1
10_10_212	0	3 19 6 970 4 382 8 6 289 14 30 3172 19 1 1967 115 3 186 9 72 1 0	2
10_10_213	1	77 4 17 28 4 87 0 9 13 24 2 149 30 8 46 0	1
10_10_215	1	52 0	2
10_10_216	2	32 71 73 4 135 8 0	1
10_10_217	5	27 4 52 49 13 204 146 167 28 11 437 0	1
10_10_218	0	9891 4 3 72 34 50 6 177 417 47 111 4871 0	3
10_10_220	0	14 233 4 3 84 8 6 182 2 1640 1434 4 10 3 43 24 35 51 15 118 9 832 41 13266 0	1
10_10_222	0	3 16 0 10 6 127 8 15 63 1 52 263 1537 4 3 1 1626 6 3768 23 13266 22 9 5 77 0	1
10_10_224	2	255 485 6 2 352 0 5 255 81 0	1
10_10_225	1	73 11	0
10_10_226	2	52 4 108 7741 0	4
10_10_227	1	77 4 3 43 161 40 100 202 4 32 322 20 113 716 9 13 63 0	2
10_10_230	3	283 4 339 68 84 6 2342 2 25207 11	1
10_10_231	4	3 105 16 9 0	0
10_10_233	4	35 118 8 71 4909 16 20 59 8 74 1112 0	4
10_10_236	3	134 4 8 360 88 4 46 69 36 67 84 0	2
10_10_238	3	150 4 150 4 437 4 437 4 1570 4 1570 4 1570 4 3 56 16 21 0 32 19 5 412 0 1418 198 167 28 2 412 0	1
10_10_240	4	3 105 647 2 2847 53 0	0
10_10_242	4	218 470 4 46 0	1
10_10_243	3	3 80 8 0	1
10_11_1	3	150 4 145 4 21 1 98 212 0 8 3383 172 437 11	1
10_11_4	4	44 92 4 493 22 0 3 43 204 146 500 34 32 16 14 1898 0 26 54 12 23 119 4 8 41757 496 0	3
10_11_5	3	177 15 4 21 1 20 1898 0	3
10_11_6	4	519 0 36 16 49 202 621 1536 76 57 47 19 470 11	2
10_11_7	3	251 0 3 57 8 1 35 122 6 179 0 3 80 8 0	1
10_11_8	4	3 80 8 4 87 0 32 71 73 0	1
10_11_10	5	36 13 258 11	2
10_11_12	5	10910 0 437 4 8 56 19 21 112 14 2 338 0	0
10_11_13	0	21 1 17 8 0 3 1 46 6 2230 9 4 25 832 8654 2292 129 28 2 41999 0	1
10_11_14	5	3 105 207 14 22 2 489 30 5716 10 905 0 36 1 21 11	2
10_11_15	0	5 7141 11495 12 23 920 0 3 16 41999 200 38 90 9 27 3 171 1 3918 0	2
10_11_17	0	10 9 13 24 35 74 11495 0 2 41999 33876 1 987 53 118 3 1 66 12 8 0	1
10_11_18	5	10910 0	0
10_11_19	0	32 259 6 1 289 22 6 2 3929 40949 4633 12 41 281 12793 0	1
10_11_21	0	3 16 20 207 22 23 41999 14615 12606 13 17 227 0	1
10_11_22	5	8 244 8654 2292 4 25 8 80 8654 14615 0 8 1 5 3505 0	1
10_11_23	2	134 4 787 53 0 13195 13 19 88 470 0	1
10_11_24	1	93 22 4 32 71 46 6 2 1985 0	2
10_11_25	5	3 286 4 3 286 32 97 177 0	0
10_11_26	0	157 0 3 43 1311 27 0 27883 4 9403 40949 11 21 1 5 4638 194 17 1213 13266 0	1
10_11_28	3	3 43 2 1059 0	0
10_11_30	3	52 291 0 197 95 0	0
10_11_31	4	18 424 0	1
10_11_37	3	52 4 32 71 182 9 5 1303 0	1
10_11_40	4	8 69 4 3 1 40 2 1419 13 657 4 2 5003 1 92 63 4 27 3 90 5 6080 0	1
10_11_41	3	10 143 34 21 16 20 59 9 428 2001 0	1
10_11_43	4	3 43 251 4 15 13 11921 0 1 9 1181 424 1982 156 40 2 419 12 2 307 4 64 1181 424 1982 156 30 2 141 20754 4 27 3523 4 34 4 18 424 11	1
10_11_45	2	10910 4 36 90 8 27 221 11	2
10_11_46	0	40943 265 354 54 7222 0 3 19 6 216 23 2867 6156 7222 27 3 121 499 14 358 85 5229 0	1
10_11_47	1	362 4 3 86 23 22258 0	2
10_11_48	5	35 16 20 1461 0	3
10_11_49	1	52 4 3 46 168 2 4274 87 831 0	4
10_11_51	4	16 20 93 6 2 1985 0 32 71 326 243 0	2
10_11_52	2	150 4 15 1 831 0 16 67 7371 2 470 54 11	1
10_11_54	2	437 4 77 4 32 105 143 6 8 134 629 0 1377 0 67 51 24 6 93 0 9 13 204 146 1 5 260 0	1
10_11_55	5	77 4 141 2517 56 1 1157 0	2
10_11_56	0	3 43 156 6 6605 2 2709 16061 3 758 21 245 0	1
10_11_57	1	3 400 9 4 25 9 13 1920 0	2
10_11_59	1	1 8 161 11 3 171 98 34 6 0	1
10_11_60	5	77 4 97 32 4 1570 4 326 112 53 11	0
10_11_61	2	77 260 32 71 44 2757 4 89 16 20 32 46 6 5 6022 64 190 11	1
10_11_62	5	150 4 1570 4 3 16 20 57 0 10910 4 8 16 20 84 6 16 15 4 16 8 11	2
10_11_63	0	9 16 20 395 36 3 84 0 9 13 41 281 4 8 708 0	2
10_11_64	2	150 4 23 266 0 9 13 41 281 0 128 13 16 190 314 0	1
10_11_65	5	1570 0	2
10_11_66	2	32 121 46 6 5 685 0	1
10_11_67	5	77 0	1
10_11_68	1	437 4 3 56 3256 189 0 1450 4 38 84 6 19 874 0	2
10_11_70	0	15 13 5 486 3661 4 1 20 9 11	4
10_11_72	0	5499 0 3 216 9 2 192 7232 0	1
10_11_73	2	44 92 4 77 4 8 210 46 19 314 0	1
10_11_74	1	45 32 216 23 2883 22258 4 211 32 56 26 23318 0	2
10_11_75	2	150 4 8 1778 4 41824 255 145 0	2
10_11_79	4	77 4 21 1 24 17 28 4 21 1 17 2 470 0 100 94 67 13 204 146 84 6 69 21 0	2
10_11_80	3	3 43 251 4 68 13 204 146 84 6 69 21 11	2
10_11_81	4	3 4 3 51 67 4 25 193 13 12 99 1 67 4 2175 10 379 4 5838 4 34 23940 67 1324 7	2
10_11_86	3	32 59 9 21 310 358 57 4 10 8 110 1228 9 0	2
10_11_87	4	77 4 8 134 19 52 291 61 263 9 1 6 57 190 34 21 10 24 51 9 0	2
10_11_90	4	8 1 668 6 182 15 6 476 0	1
10_11_94	5	3 43 251 0	2
10_11_96	5	77 4 1753 32 156 130 11	0
10_11_97	0	153 77 0	1
10_11_98	5	36 13 258 11	2
10_11_99	0	3 43 24 161 0 1083 217 4 99 709 17138 4 10 75 9 13 139 682 4 34 44 2 4189 12 2 6622 4997 0	1
10_11_100	5	437 4 15 59 543 0 3 165 4 2 2182 13 5 255 388 75 0 32 4 32 16 20 19 6 1798 0	1
10_11_101	0	150 4 3 57 4 25 35 4 9891 10 1836 66 32 71 16 9 4 10 3 16 20 84 6 2795 91 0	1
10_11_102	5	10 2 2182 727 6 225 0	1
10_11_103	0	52 4 10 131 4 3 16 20 84 6 2795 8 0 3 4 8 57 4 93 22 4 9 13 41 281 0 3 56 2775 328 21 0	1
10_11_104	5	493 22 0 3 66 3 265 19 5 255 1303 15 265 179 26 99 112 22 806 0	1
10_11_105	0	4395 0 1 112 22 806 5 3015 15 9 19 190 6 16 30 566 11	1
10_11_106	5	52 0	2
10_11_107	0	118 45 9 16 19 6 16 30 566 4 10 8 1 204 146 129	1
10_11_108	5	9 13 24 47 566 0	2
10_11_109	0	24 113 5 7572 9648 379 22 2 9030 1847 11	4
10_11_110	5	177 143 47 566 0	1
10_11_111	0	68 13 262 2 2182 75 11	3
10_11_112	1	400 2 2883 22258 4 84 6 19 874 11	1
10_11_113	2	77 4 3 16 20 356 3 360 15 0	2
10_11_114	1	777 22 0 3 43 2729 0 9 13 437 0	0
10_11_115	4	1134 0 2558 10 13195 804 28 54 118 3 381 91 38 71 19 5 223 0 41752 4 3 16 9 189 0	3
10_11_116	2	211 45 32 71 2304 4 29 105 46 294 0	2
10_11_117	4	8 71 204 146 19 6 1 20896 115 15 0	1
10_11_118	0	56 3 85 269 11	1
10_11_119	5	49 436 0 44 92 4 8 56 391 41 530 0 3 186 3 171 128 2171 5472 59 99 7145 0	1
10_11_120	0	23559 0	1
10_11_121	5	3 26 5 10794 8415 17 8 0	1
10_11_122	0	36 4 5 10794 509 30 5 9917 11 61 14859 0 8 7996 223 4 8 46 6 2 36466 229 1690 784 358 28 0	1
10_11_123	5	3 16 0 1 3 14 1242 11	2
10_11_124	0	133 4 8 71 14 1242 4 8 46 6 36466 229 358 28 0	2
10_11_126	0	8 57 3 110 1 84 6 46 0	1
10_11_127	5	10910 4 16 8 98 84 6 1152 30 28 22 23 281 11	3
10_11_129	5	2876 0 180 281 6 28 0	1
10_11_130	4	1134 0	1
10_11_131	5	1 21 47 2 470 11	2
10_11_132	4	52 0 76 35 182 804 28 54 1468 3 46 0	3
10_11_133	5	73 0 124 8 71 116 6 21 0	1
10_11_134	2	283 4 13195 13 674 1076 0	0
10_11_135	1	93 22 4 228 6 2 1985 0	1
10_11_136	5	8 19 26 6 1 245 28 0	1
10_11_141	2	2558 10 13195 13 245 265 1 826 22 41 281 0 61 309 1 15 11	1
10_11_142	5	157 4 25 3 186 21 470 1 668 6 1228 117 874 151 4 24 522 0	2
10_11_143	4	21 1 24 61 3 570 21 94 46 4 3 97 1 30 91 92 75 0	2
10_11_144	1	77 4 9 1 117 446 0	2
10_11_145	4	3 57 15 0 25 6 1 706 4 3 110 925 4595 355 179 13195 26 477 17 21 470 4 10 2558 925 1181 424 9767 9 0 10 3 43 1 4654 0	1
10_11_147	4	10 4 10 2 125 275 1 15 38 804 28 54 10 128 15478 364 0	3
10_11_148	5	3 359 4 25 21 1 5 756 94 17 91 0 56 8 35 122 10 128 9 46 11	1
10_11_153	3	1570 4 15478 4 260 8 71 54 63 4 16 20 93 112 0	2
